,date,username,to,replies,retweets,favorites,text,classification,geo,mentions,hashtags,id,permalink,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
55724,7/4/13 0:23,Magalhures,Leoni_a_jato,0,0,0,@leoni_a_jato Ã© preciso estar atento e forte... #MudaBrasil,Neutro,,@leoni_a_jato,#MudaBrasil,"3,53E+17",https://twitter.com/Magalhures/status/352583286561837058,,,,,,,,
44104,7/24/13 12:25,PegaVisaoOfc,fapAlone,0,1,0,@fapAlone #Protesto Por um sistema de tirar remela a seco.,Indefinido,,@fapAlone,#Protesto,"3,60E+17",https://twitter.com/PegaVisaoOfc/status/360012861549985792,,,,,,,,
39976,7/1/13 0:02,tainha_vinho,,0,0,0,hoje: GOOL. Amanha: #vemprarua,Positivo,,,#vemprarua,"3,51E+17",https://twitter.com/tainha_vinho/status/351490989174693888,,,,,,,,
24478,7/7/13 20:35,TheNeonBr,peqitw,0,0,0,@TazerCraft Pac da uma olha nesta imagem que eu fiz : #OGiganteAcordou: http://img197.imageshack.us/img197/5343/3bl4.png â€¦,Indefinido,,@TazerCraft,#OGiganteAcordou,"3,54E+17",https://twitter.com/TheNeonBr/status/353975652933836801,,,,,,,,
40480,7/30/13 13:02,viacertanatal,,1,4,0,10h01 #Protesto MÄ—dicos comeÃ§am a se concentram em frente ao Walfredo Gurgel. Logo mais saem em caminhada atÃ© a Governadoria.,Neutro,,,#Protesto,"3,62E+17",https://twitter.com/viacertanatal/status/362196570214629377,,,,,,,,
3354,7/26/13 1:04,itimaliana,,2,0,0,"@Dai_R_Ribeiro @babiisss #vemprarua ""Nao Ã© pelos 20 centavos Ã© pelo meu desejo de ter vocÃªs duas na minha cama."", apenas.",Indefinido,,@Dai_R_Ribeiro @babiisss,#vemprarua,"3,61E+17",https://twitter.com/itimaliana/status/360566352240590849,,,,,,,,
2094,7/27/13 14:47,stfsilva,,0,0,0,"""ou para os unfollows ou paramos o twitter #ogiganteacordou"" vou fingir que nÃ£o li isso",Indefinido,,,#ogiganteacordou,"3,61E+17",https://twitter.com/stfsilva/status/361135648297582592,,,,,,,,
14264,7/13/13 18:44,pisalle,,0,0,0,#brasil #vemprarua http://mob.li/_qm8ya,Indefinido,,,#brasil #vemprarua,"3,56E+17",https://twitter.com/pisalle/status/356121994313482240,,,,,,,,
19635,7/11/13 0:27,rafaelcoqueiro,,0,0,0,"NÃ£o Ã© sentar ficar olhando as mudanÃ§as, temos que ir pra rua! #VemPraRua #ChangeBrasilpic.twitter.com/x7L1lpmHGZ",Neutro,,,#VemPraRua #ChangeBrasilpic,"3,55E+17",https://twitter.com/rafaelcoqueiro/status/355121085844451328,,,,,,,,
35119,7/2/13 10:04,flutermag,,0,3,0,#vemprarua #Brasil: Wie ein #Hashtag die Brasilianer mobilisierte http://bit.ly/12BDCyM #Brasilien #Korruption #WM14,Neutro,,,#vemprarua #Brasil #Hashtag #Brasilien #Korruption #WM14,"3,52E+17",https://twitter.com/flutermag/status/352004924550299648,,,,,,,,
5849,7/23/13 11:02,raphatex,,0,0,0,NÃ£o vejo diferenÃ§a entre terroristas e black blocs: sÃ£o covardes (por esconderem a face) e usam pessoas como escudos humanos #Vemprarua,Negativo,,,#Vemprarua,"3,60E+17",https://twitter.com/raphatex/status/359629505985396738,,,,,,,,
10553,7/18/13 1:01,suporteladygaga,,0,0,0,Que tal investir em educaÃ§Ã£o e saÃºde e nÃ£o em seguranÃ§a com o Papa #acordabrasil #vemprarua #ogiganteacordou,Negativo,,,#acordabrasil #vemprarua #ogiganteacordou,"3,58E+17",https://twitter.com/suporteladygaga/status/357666360773447682,,,,,,,,
27768,7/5/13 12:28,LahM_Silva,,0,0,0,#VEMPRARUA http://fb.me/362Sx8Edi,Indefinido,,,#VEMPRARUA,"3,53E+17",https://twitter.com/LahM_Silva/status/353128173300486147,,,,,,,,
15864,7/12/13 11:59,MariaCa14737911,,0,1,0,#VemPraRua aproveitar o friozinho,Indefinido,,,#VemPraRua,"3,56E+17",https://twitter.com/MariaCa14737911/status/355657687456956416,,,,,,,,
19939,7/10/13 21:48,Tacis,,0,1,0,SerÃ¡ q amanha vai ter a #grevegeral ?? Como queria... #vemprarua,Positivo,,,#grevegeral #vemprarua,"3,55E+17",https://twitter.com/Tacis/status/355081113280065537,,,,,,,,
22907,7/9/13 14:14,luciosilveira,,0,0,0,#ForaDilma #GreveDosCaminhoneiros #VEMPRARUA #CalaABocaDilma http://fb.me/R3S6UzqR,Indefinido,,,#ForaDilma #GreveDosCaminhoneiros #VEMPRARUA #CalaABocaDilma,"3,55E+17",https://twitter.com/luciosilveira/status/354604467548721153,,,,,,,,
29299,7/4/13 18:55,victorconde1914,,0,0,0,15:51- #vemprarua-G1 TO: Cerca de 70 manifestantes ligados aos movimentos de luta pela moradia e dos atingidos... http://fb.me/2wBPMPoBA,Neutro,,,#vemprarua,"3,53E+17",https://twitter.com/victorconde1914/status/352863304567373826,,,,,,,,
53580,7/7/13 18:15,glendhabellini,,0,0,0,"Devemos saber, nem todos sÃ£o ladrÃµes. Assim como nem todo vandalo Ã© protestante... #PolÃ­tica #MudaBrasil http://instagram.com/p/beW-xPsymF/",Neutro,,,#PolÃ­tica #MudaBrasil,"3,54E+17",https://twitter.com/glendhabellini/status/353940227296985088,,,,,,,,
6618,7/22/13 19:18,faelso,,0,0,0,Cade o #VempraRua com o #papa no Brasil????,Neutro,,,#VempraRua #papa,"3,59E+17",https://twitter.com/faelso/status/359392023024902145,,,,,,,,
30232,7/4/13 4:34,leoarteiro,,0,2,0,#VemPraRua #ChangeBrazil #anonymous #occupy http://www.youtube.com/watch?v=q6rYOTeptPs â€¦,Indefinido,,,#VemPraRua #ChangeBrazil #anonymous #occupy,"3,53E+17",https://twitter.com/leoarteiro/status/352646602017615872,,,,,,,,
45502,7/22/13 19:15,anonopsbrazil,,0,15,0,AO VIVO: Acompanhe ato pela recepÃ§ao do papa no RJ >> http://goo.gl/zwYJe #ProtestoRJ,Neutro,,,#ProtestoRJ,"3,59E+17",https://twitter.com/anonopsbrazil/status/359391172541685760,,,,,,,,
20757,7/10/13 16:06,WizardJF,,0,0,0,"Em tempos de protestos e revoluÃ§Ãµes, como dizer ""tarifa de Ã´nibus"" em inglÃªs? ""Bus fare"". #oGiganteAcordou http://fb.me/1B2asVuul",Neutro,,,#oGiganteAcordou,"3,55E+17",https://twitter.com/WizardJF/status/354995127883792385,,,,,,,,
56462,7/3/13 2:36,PiLima11,,0,0,0,"Papel da CIA, NSA, USAID nas manifestaÃ§Ãµes no paÃ­s... #ProtestoRJ #protestoSP #ProtestoMG http://cidadedeminas.blogspot.com/2013/07/papel-da-cia-nsa-usaid-nas.html?spref=tw â€¦",Negativo,,,#ProtestoRJ #protestoSP #ProtestoMG,"3,52E+17",https://twitter.com/PiLima11/status/352254612264337408,,,,,,,,
17386,7/11/13 16:58,fabricio_rosa,,0,0,0,A melhor forma e momento de protestar Ã© nas eleiÃ§Ãµes com sua voto. #acordabrasil,Positivo,,,#acordabrasil,"3,55E+17",https://twitter.com/fabricio_rosa/status/355370636966756353,,,,,,,,
16559,7/11/13 22:29,cassioheleno,,0,2,0,#VEMPRARUA http://fb.me/2QC86VRat,Indefinido,,,#VEMPRARUA,"3,55E+17",https://twitter.com/cassioheleno/status/355453846090297345,,,,,,,,
6583,7/22/13 19:37,deiola,,0,1,0,ManifestaÃ§Ã£o no carro do Papa #vemprarua,Negativo,,,#vemprarua,"3,59E+17",https://twitter.com/deiola/status/359396916850737152,,,,,,,,
39926,7/1/13 0:04,ma_sisiliani,,0,0,0,""" @macaxeirageral: Se nÃ£o fossem os protestos, esse jogo seria Brasil 3,20 x 0 Espanha. #vemprÃ¡rua""",Negativo,,@macaxeirageral,#vemprÃ¡rua,"3,51E+17",https://twitter.com/ma_sisiliani/status/351491468545896448,,,,,,,,
9410,7/18/13 23:12,GilliardBM,,0,0,0,Ã‰sseDoisâ€¦ timtimportimtim #fiz #no #paint #desabafo #vemprarua #trÃªsgÃª #judite #azulderaiva http://instagram.com/p/b7N6qDFucT/,Neutro,,,#fiz #no #paint #desabafo #vemprarua #trÃªsgÃª #judite #azulderaiva,"3,58E+17",https://twitter.com/GilliardBM/status/358001240686333952,,,,,,,,
24469,7/7/13 20:45,marandueira,,0,1,0,Toda sociedade se solidariza com os PMs do Brasil que foram enganados por polÃ­ticos corruptos. #maconheirospelapec300 #vempraruamanaus #mpl,Positivo,,,#maconheirospelapec300 #vempraruamanaus #mpl,"3,54E+17",https://twitter.com/marandueira/status/353978011873316864,,,,,,,,
26262,7/6/13 7:20,jessedu1,,0,1,0,"Na rua correria, pimenta, tensÃ£o, mas volto feliz p casa. Quando assisto atravÃ©s das postagens o sentimento Ã© pior #vemprarua #protestorj",Neutro,,,#vemprarua #protestorj,"3,53E+17",https://twitter.com/jessedu1/status/353413209241288704,,,,,,,,
40600,7/29/13 20:41,JehJottaastica,,0,0,0,#PROTESTO Damasceno SP,Indefinido,,,#PROTESTO,"3,62E+17",https://twitter.com/JehJottaastica/status/361949588460027904,,,,,,,,
54145,7/6/13 0:02,cadeirantes_Br,,1,1,0,"Falta de Ã©tica, nÃ© Presidente do Senado e da Camara! #mudabrasil",Negativo,,,#mudabrasil,"3,53E+17",https://twitter.com/cadeirantes_Br/status/353302867001618432,,,,,,,,
2745,7/26/13 18:52,eulamimporta,,0,0,0,Te dedicamos veruskalbrasil #veruskaemnatal #vempraca #vempranatal #vemprarua #naoehehsoumtituloâ€¦ http://instagram.com/p/cPWf2Qg06E/,Indefinido,,,#veruskaemnatal #vempraca #vempranatal #vemprarua #naoehehsoumtitulo,"3,61E+17",https://twitter.com/eulamimporta/status/360835093310357504,,,,,,,,
6355,7/22/13 22:03,Gus_Moreira,,1,4,1,"O Min. Joaquim Barbosa nao cumprimentou a PresidantA Dilma, por tudo que quero pra um Brasil melhor, Ele sim me representou!!! #VempraRua",Negativo,,,#VempraRua,"3,59E+17",https://twitter.com/Gus_Moreira/status/359433439465832449,,,,,,,,
19715,7/10/13 23:50,poa_cruel_news,,0,0,0,#Copa2014 Porto Alegre 10/7/13 Prefeito 37 Secretarias Esposa Pref Numa Onibus + Caro RJ Aumento IPTU CÃ¢mara Tomada p/ Povo #VempRArUA,Neutro,,,#Copa2014 #VempRArUA,"3,55E+17",https://twitter.com/poa_cruel_news/status/355111894899621891,,,,,,,,
51151,7/11/13 20:14,Bruno_bgp,,0,0,0,"#LiberdadeDeExpressÃ£o Deixa eu falar filho da puta... Viver nÃ£o vale nada se eu nÃ£o me expressar, esteja certo ou errado. #MudaBrasil",Negativo,,,#LiberdadeDeExpressÃ£o #MudaBrasil,"3,55E+17",https://twitter.com/Bruno_bgp/status/355419851268960257,,,,,,,,
31333,7/3/13 20:43,Gynelli,FHenry36,1,0,0,"@FHenry36 O que era um caos, ficou ainda pior. Se alguÃ©m precisar de atendimento #vemprarua Mas, Ã© claro eles tem que lutar por eles.",Neutro,,@FHenry36,#vemprarua,"3,53E+17",https://twitter.com/Gynelli/status/352528129253842945,,,,,,,,
35378,7/2/13 3:48,BR_Indignado_,,0,1,0,#CorrupÃ§Ã£o #pedÃ¡gio pÃ¡ra o Brasil. PEDÃGIO PELA METADE EM TODO O BRASIL! #AcordaBrasil #ChangeBrazil #PedÃ¡gioPor2 http://twitpic.com/d0bvfl,Positivo,,,#CorrupÃ§Ã£o #pedÃ¡gio #AcordaBrasil #ChangeBrazil #PedÃ¡gioPor2,"3,52E+17",https://twitter.com/BR_Indignado_/status/351910341514510336,,,,,,,,
14953,7/12/13 21:47,obarbosabruno,,0,0,0,O povo pede! #NATALRN #manifestaÃ§Ã£o #trabalhadores #estudantes #greve #parada #OgiganteAcordou http://instagram.com/p/brnd3OCoAr/,Positivo,,,#NATALRN #manifestaÃ§Ã£o #trabalhadores #estudantes #greve #parada #OgiganteAcordou,"3,56E+17",https://twitter.com/obarbosabruno/status/355805757071032320,,,,,,,,
28967,7/4/13 22:04,mxzik,,0,0,0,#vemprarua https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-prn1/1017363_297937187010080_554653_n.jpg â€¦,Indefinido,,,#vemprarua,"3,53E+17",https://twitter.com/mxzik/status/352910711153885184,,,,,,,,
2678,7/26/13 19:56,daiane89andrade,,0,0,0,#ForÃ§aRJ #ComoSeFossemos1 #TodosUnidos #MovaSe #JuntoEMisturado #ProtestoNaoPara #VemPraRua #Anonymous,Indefinido,,,#ForÃ§aRJ #ComoSeFossemos1 #TodosUnidos #MovaSe #JuntoEMisturado #ProtestoNaoPara #VemPraRua #Anonymous,"3,61E+17",https://twitter.com/daiane89andrade/status/360851191946674178,,,,,,,,
11506,7/17/13 1:15,RRD_RE,,0,0,0,"JC: ApÃ³s polÃªmica,Eduardo assina decreto que obriga detalhar informaÃ§Ãµes de voos na web http://goo.gl/8kUAB via @jc_pe #VemPraRua #Brasil",Neutro,,@jc_pe,#VemPraRua #Brasil,"3,57E+17",https://twitter.com/RRD_RE/status/357307629174923264,,,,,,,,
54154,7/5/13 23:34,brasil_thais,,0,0,0,Policiais em SP espancam manifestante http://www.revistainternet.com.br/2013/07/04/policiais-em-sp-espancam-menina-sem-saber-que-estavam-sendo-filmados/ â€¦ #indignada E os comentÃ¡rios? culpavilizando a vÃ­tima? #machismo #mudabrasil,Negativo,,,#indignada #machismo #mudabrasil,"3,53E+17",https://twitter.com/brasil_thais/status/353295886647959554,,,,,,,,
57505,7/1/13 23:46,MarivoneLula,,1,1,0,"@jardelgomes Boa noite sobrinho, estou com dificuldade de enviar TT SerÃ¡ que serei bloqueada ""sem motivos""? #Protesto ..kkk",Indefinido,,@jardelgomes,#Protesto,"3,52E+17",https://twitter.com/MarivoneLula/status/351849360591556608,,,,,,,,
20956,7/10/13 15:33,andretokarski,BlogdoMiro,0,1,0,â€œ @BlogdoMiro: #VemPraRua contra a espionagem dos EUA. Do sÃ­tio da UJS -- http://altamiroborges.blogspot.com/2013/07/vemprarua-contra-espionagem-dos-eua.html?spref=tw â€¦â€,Positivo,,@BlogdoMiro,#VemPraRua,"3,55E+17",https://twitter.com/andretokarski/status/354986679846707201,,,,,,,,
6750,7/22/13 17:35,JovensLutadores,,0,0,0,A vitÃ³ria estÃ¡ prÃ³xima! Protestos hoje PalÃ¡cio da Guanabara Rio de Janeiro todos juntos #VemPraRua #BRASIL https://twitter.com/g1/status/359362051954597888/photo/1pic.twitter.com/UPdABfdkDA via @g1,Positivo,,@g1,#VemPraRua #BRASIL,"3,59E+17",https://twitter.com/JovensLutadores/status/359366100510720000,,,,,,,,
51226,7/11/13 19:20,papo_reto1,,0,0,0,Contra o monopolio na midia PROTESTO hj - 17hrs na GLOBO #Greve #OcupeAmidia #protesto http://donosdamidia.com.br http://ow.ly/mQUBj,Positivo,,,#Greve #OcupeAmidia #protesto,"3,55E+17",https://twitter.com/papo_reto1/status/355406291230916608,,,,,,,,
52295,7/10/13 16:58,reminiscences,,0,1,0,"Plebiscito morreu e a Dilma BARRAQUEIRA fazendo birra...Bem Feito!!! Quer mandar em todo mundo, vai acabar sendo mandada embora! #foradilma",Negativo,,,#foradilma,"3,55E+17",https://twitter.com/reminiscences/status/355008074337107969,,,,,,,,
55067,7/4/13 23:24,CASSIOMACHADO2,joseserra_,0,1,0,@joseserra_ #Foradilma #Foracabral #Brasilsempoliticos #Governantesserios,Indefinido,,@joseserra_,#Foradilma #Foracabral #Brasilsempoliticos #Governantesserios,"3,53E+17",https://twitter.com/CASSIOMACHADO2/status/352931047413006339,,,,,,,,
33268,7/2/13 23:53,marcelinoccl,,0,1,0,"Pra mudar o Brasil, vamos mudar de dentro pra fora: http://youtu.be/uK9edrUBUpQ #VemPraRua #MichaelJackson",Positivo,,,#VemPraRua #MichaelJackson,"3,52E+17",https://twitter.com/marcelinoccl/status/352213417903407104,,,,,,,,
7784,7/20/13 22:56,NeokLucena,,0,0,0,#oGiganteAcordou http://fb.me/1KtqL1lRl,Indefinido,,,#oGiganteAcordou,"3,59E+17",https://twitter.com/NeokLucena/status/358722114288750593,,,,,,,,
58521,7/1/13 2:37,arcofi,,0,2,0,"#foraDilma OuÃ§am dep. do PT querendo aumentar imposto. "" Temos Ã© que aumentar mais e mais os impostos . http://youtu.be/nzYyV5jRIK8 via @youtube",Neutro,,@youtube,#foraDilma,"3,52E+17",https://twitter.com/arcofi/status/351529981681217537,,,,,,,,
16091,7/12/13 2:46,Parana2014,,0,0,0,"Protesto hoje 11/07/2013, tudo parou #GreveGeral #BaixaFruet #Curitiba #ForaFruet #VemPraRua https://www.facebook.com/photo.php?fbid=680973898584444&set=a.160225540659285.36636.100000155202328&type=1&relevant_count=1 â€¦ @BetoRicha @rossoni",Neutro,,@BetoRicha @rossoni,#GreveGeral #BaixaFruet #Curitiba #ForaFruet #VemPraRua,"3,56E+17",https://twitter.com/Parana2014/status/355518458034782208,,,,,,,,
53301,7/8/13 19:15,SMCBalakrishnan,,0,0,0,Is #Brazil preparing for the biggest football event ever? Or the biggest #protest ever? http://bit.ly/183qiVw #mudabrasil,Positivo,,,#Brazil #protest #mudabrasil,"3,54E+17",https://twitter.com/SMCBalakrishnan/status/354317909696315393,,,,,,,,
26063,7/6/13 14:21,poa_cruel_news,,0,0,0,ALIENAÃ‡ÃƒO: MÃ­dia Corporativa (PIG) e Governos Chamam de EducaÃ§Ã£o a RobotizaÃ§Ã£o dos NeurÃ´nios p/ Linhas de ProduÃ§Ã£o no Brazil #Vemprarua Flip,Indefinido,,,#Vemprarua,"3,54E+17",https://twitter.com/poa_cruel_news/status/353519160380243969,,,,,,,,
40167,7/31/13 20:15,neydux17,,0,0,0,#aliga - 30/07 Papa no Brasil Parte 1 -CazÃ© acompanha protesto contra governador do RJ | A Liga http://aliga.band.uol.com.br/episodio.asp?e=100000618403 â€¦ #protesto #religiÃ£o,Neutro,,,#aliga #protesto #religiÃ£o,"3,63E+17",https://twitter.com/neydux17/status/362667854476222464,,,,,,,,
6136,7/23/13 1:02,keerooliinsp,,0,0,0,@0bobs #VempraRua hudsahudsa,Neutro,,@0bobs,#VempraRua,"3,59E+17",https://twitter.com/keerooliinsp/status/359478674237554691,,,,,,,,
46616,7/19/13 1:42,BFR_DINHO_RJ,,0,1,0,"O ExÃ©rcito saiu na frente,proibiu mascarados na JMJ,pq atÃ© agora num fizeram isso nesses tais PROTESTOS/ATO POLÃTICO? #protestorj",Negativo,,,#protestorj,"3,58E+17",https://twitter.com/BFR_DINHO_RJ/status/358039231249125376,,,,,,,,
1441,7/28/13 23:29,MessiFansBrasil,,0,0,0,BOSTA-FOGO AKI Ã‰ FLAMENGO PORRA #oGiganteAcordou,Negativo,,,#oGiganteAcordou,"3,62E+17",https://twitter.com/MessiFansBrasil/status/361629557004042241,,,,,,,,
35982,7/1/13 23:42,Psicotwirapia,,0,1,0,"Poder pÃºblico tem que ser fiscalizado e criticado, em qualquer lugar do mundo. #vemprarua #mudaBrasil",Positivo,,,#vemprarua #mudaBrasil,"3,52E+17",https://twitter.com/Psicotwirapia/status/351848248564129793,,,,,,,,
14700,7/13/13 1:44,daniminu,,2,0,0,"Leio ""base aliada"" e a 1a imagem que me vem a mente eh a do programa de maquiagem da @Petiscos no gnt #politizadona #ogiganteacordou",Indefinido,,@Petiscos,#politizadona #ogiganteacordou,"3,56E+17",https://twitter.com/daniminu/status/355865159861940225,,,,,,,,
2195,7/27/13 5:06,VemPraRuaAju,,0,2,0,A mÃ­dia consegue fazer c/ as pessoas tenham pena do patrimÃ´nio privado depredado e esquececerem da depredaÃ§Ã£o dos cofres pÃºblicos #VemPraRua,Negativo,,,#VemPraRua,"3,61E+17",https://twitter.com/VemPraRuaAju/status/360989453440913408,,,,,,,,
12801,7/15/13 19:44,lazarocwb,,0,0,0,#vemprarua http://fb.me/2uSfQqUtw,Indefinido,,,#vemprarua,"3,57E+17",https://twitter.com/lazarocwb/status/356861731068321792,,,,,,,,
38359,7/1/13 4:09,oan_max_ik,,0,1,0,Maxikoan - Cosmic abyss http://razzendresss.blogspot.com/2013/06/maxikoan-cosmic-abyss.html?spref=tw â€¦ áƒ¥áƒáƒ áƒ—áƒ£áƒšáƒ˜ í•œêµ­ì–´ à´®à´²à´¯à´¾à´³à´‚ Snowden é¦™æ¸¯ turnup NYT Prism #ProtestoRJ #Vemprarua #Avaliando MaracanÃ£,Indefinido,,,#ProtestoRJ #Vemprarua #Avaliando,"3,52E+17",https://twitter.com/oan_max_ik/status/351553206695890947,,,,,,,,
29568,7/4/13 16:12,rafaknas,,0,1,0,"E hj ainda tem protesto pela #TarifaZero em FlorianÃ³polis, Ã s 16 horas, saindo do TICEN. #VemPraRua #FloripaNaRua http://www.facebook.com/events/402825873159358/ â€¦",Positivo,,,#TarifaZero #VemPraRua #FloripaNaRua,"3,53E+17",https://twitter.com/rafaknas/status/352822116476919809,,,,,,,,
49574,7/14/13 14:07,brunofalcao10,,0,0,0,Olha nÃ³s aqui outra vez. #protestorj,Positivo,,,#protestorj,"3,56E+17",https://twitter.com/brunofalcao10/status/356414740379078656,,,,,,,,
33582,7/2/13 21:23,amanteguilherme,,0,0,0,Protesto dia 01/07/2013 CriciÃºma - #vempraruacriciuma #vemprarua #criciuma http://instagram.com/p/bR0umcr2KD/,Neutro,,,#vempraruacriciuma #vemprarua #criciuma,"3,52E+17",https://twitter.com/amanteguilherme/status/352175770006847488,,,,,,,,
7484,7/21/13 18:09,legendofzelda99,,0,0,0,#MTVHottest ke$ha #Acordabrasil #FORACOLLOR,Indefinido,,,#MTVHottest #Acordabrasil #FORACOLLOR,"3,59E+17",https://twitter.com/legendofzelda99/status/359012356833026048,,,,,,,,
16722,7/11/13 21:35,snowhitekatyy,lermaniacs,1,0,0,@fuckl3rman #orgulhodeserbrasileiro #VempraRua,Indefinido,,@fuckl3rman,#orgulhodeserbrasileiro #VempraRua,"3,55E+17",https://twitter.com/snowhitekatyy/status/355440269686095873,,,,,,,,
32725,7/3/13 5:31,Poder_ao_povo,,0,0,0,AS CINCO CAUSAS: NÂº2 - Fora Renan! #FORARENAN #VemPraRua pic.twitter.com/nB8BwZHnUN,Negativo,,,#FORARENAN #VemPraRua,"3,52E+17",https://twitter.com/Poder_ao_povo/status/352298430699286528,,,,,,,,
4499,7/24/13 20:26,ragiabib,,0,0,0,"Hoje, nÃ£o vi ninguÃ©m falando #VemPraRua...",Neutro,,,#VemPraRua,"3,60E+17",https://twitter.com/ragiabib/status/360133920362201088,,,,,,,,
5816,7/23/13 11:57,wmybseles,,0,1,0,V' mORRENDO! HBDIBDKVYIVEIFETHET #vemprarua paulistas,Neutro,,,#vemprarua,"3,60E+17",https://twitter.com/wmybseles/status/359643374799691777,,,,,,,,
34632,7/2/13 14:28,Luanmemandaumoi,,0,0,0,#vemprarua #semvandalismo http://instagram.com/p/bRFUd1klkW/,Indefinido,,,#vemprarua #semvandalismo,"3,52E+17",https://twitter.com/Luanmemandaumoi/status/352071348702560259,,,,,,,,
56795,7/2/13 20:15,linguadesogra,,0,0,0,VoluntÃ¡rios da Fifa se surpreendem com apoio mundial apÃ³s protestos no MaracanÃ£ http://migre.me/fhC08 #ProtestoRJ #ProtestoBR,Neutro,,,#ProtestoRJ #ProtestoBR,"3,52E+17",https://twitter.com/linguadesogra/status/352158607158157315,,,,,,,,
14882,7/12/13 23:00,AndrewNasc,,0,1,0,Eh seus pu*** DifÃ­cil entender!..vcs deveriam depender do sistema publico! #vemprarua http://fb.me/28lZsbeUn,Negativo,,,#vemprarua,"3,56E+17",https://twitter.com/AndrewNasc/status/355823887143018498,,,,,,,,
47228,7/18/13 3:08,globomente,,0,1,0,"AlÃ©m de @MarceloTas, o global casseta @lapena apÃ³ia as manifestaÃ§Ãµes no Leblon. SerÃ¡ que tb apÃ³ia a depredaÃ§Ã£o da Globo? #protestorj",Negativo,,@MarceloTas @lapena,#protestorj,"3,58E+17",https://twitter.com/globomente/status/357698287068917760,,,,,,,,
52534,7/10/13 2:13,veravaia2,Val_Ce1,1,0,0,â€œ @Val_Ce1: @veravaia2 Ela sÃ³ emPACa o Brazeuuuuâ€// Mas nao emplaca mais! #foradilma,Negativo,,@Val_Ce1 @veravaia2,#foradilma,"3,55E+17",https://twitter.com/veravaia2/status/354785486553890816,,,,,,,,
1505,7/28/13 21:09,kelvimReis,,0,1,0,#VempraRua galinhada,Neutro,,,#VempraRua,"3,62E+17",https://twitter.com/kelvimReis/status/361594262325968896,,,,,,,,
23031,7/9/13 11:44,re_cardoso28,,0,0,0,Acabei de ver o vÃ­deo da dicico. ParabÃ©ns #rodrigo. devemos fazer o mesmo quando somos enganados nosupermercado. @paodeacucar #AcordaBrasil,Positivo,,@paodeacucar,#rodrigo #AcordaBrasil,"3,55E+17",https://twitter.com/re_cardoso28/status/354566824215592961,,,,,,,,
16338,7/12/13 0:13,henriquebarbosa,,0,0,0,"""For my future"" #changebrazil #protestorj #vemprarua http://instagram.com/p/bpTSh2rB7C/",Positivo,,,#changebrazil #protestorj #vemprarua,"3,55E+17",https://twitter.com/henriquebarbosa/status/355479905414283264,,,,,,,,
21681,7/10/13 1:08,jusvieirajr,,0,0,0,"""Senado rejeita proposta que reduz de dois para um o nÃºmero de suplentes. http://migre.me/foAXN "" Se liga Brasil! #vemprarua #protestobr",Neutro,,,#vemprarua #protestobr,"3,55E+17",https://twitter.com/jusvieirajr/status/354769177468346368,,,,,,,,
35311,7/2/13 4:20,ChristianCruz49,,0,0,0,Esse mÃºsica vai marcar geraÃ§Ãµes... Vai ser lembrada durante muito tempo #VemPraRua... #ORappa http://fb.me/2TGY51Z5q,Neutro,,,#VemPraRua #ORappa,"3,52E+17",https://twitter.com/ChristianCruz49/status/351918241154736129,,,,,,,,
49816,7/13/13 18:35,profgera,,0,0,0,#ForaDilma #ForaLula #BrasilSemPT O poder nÃ£o muda as pessoas. SÃ³ revela quem elas sÃ£o verdadeiramente.,Positivo,,,#ForaDilma #ForaLula #BrasilSemPT,"3,56E+17",https://twitter.com/profgera/status/356119625378967552,,,,,,,,
34918,7/2/13 12:31,wesleiradavelli,,0,1,0,#VemPraRua http://fb.me/wTHjHNrV,Indefinido,,,#VemPraRua,"3,52E+17",https://twitter.com/wesleiradavelli/status/352041840108765184,,,,,,,,
54624,7/5/13 10:39,Lilian_Almeida,,0,0,0,"E vai ter sessÃ£o com votaÃ§Ã£o no Senado , hoje ??? Ã‰ , quem tem .. tem medo . #MudaBrasil",Negativo,,,#MudaBrasil,"3,53E+17",https://twitter.com/Lilian_Almeida/status/353100866506596352,,,,,,,,
4141,7/25/13 3:48,luciosilveira,,0,0,0,kkkkk #ForaDilma #CalaABocaDilma #VEMPRARUA #GreveDosCaminhoneiros #ForaForoSÃ£oPaulo #GreveGeral... http://fb.me/1NMqfHwX1,Indefinido,,,#ForaDilma #CalaABocaDilma #VEMPRARUA #GreveDosCaminhoneiros #ForaForoSÃ£oPaulo #GreveGeral,"3,60E+17",https://twitter.com/luciosilveira/status/360245033078755328,,,,,,,,
21261,7/10/13 12:04,marcosEsales,,0,0,0,#AcordaBrasil #OpanelaÃ§o http://fb.me/21JIBS2YW,Indefinido,,,#AcordaBrasil #OpanelaÃ§o,"3,55E+17",https://twitter.com/marcosEsales/status/354934215323811840,,,,,,,,
24944,7/7/13 7:35,DenysJau,erickgil30,0,0,0,@erickgil30 To respeitando igual ele respeitou o Demian Maia... #AcordaBrasil,Indefinido,,@erickgil30,#AcordaBrasil,"3,54E+17",https://twitter.com/DenysJau/status/353779343375343616,,,,,,,,
